Date,Tensao_Media_Atual_kPa,Chuva_Acumulada_3d_mm,Tmax_Futura_3d_C,Irrigacao_mm
2022-01-02,33.16627496292387,117.60000000000001,31.7,0.0
2022-01-03,33.16627496292387,6.800000000000001,31.7,0.0
2022-01-04,17.407246729766154,7.000000000000001,33.2,0.0
2022-01-05,28.74745593443668,6.800000000000001,33.2,0.0
2022-01-06,32.53748569649146,0.6000000000000001,33.2,0.0
2022-01-07,33.16627496292387,0.4,31.6,0.0
2022-01-08,31.630674781561368,4.6000000000000005,32.6,0.0
2022-01-09,32.904122158638316,13.4,32.6,0.23776914092138401
2022-01-10,47.59405270263319,13.4,32.6,1.604280223055707
2022-01-11,47.60850904012587,9.2,33.2,0.0
2022-01-12,47.610380363975366,16.0,33.2,0.0
2022-01-13,47.6106225040279,20.2,33.2,0.0
2022-01-14,32.05261426991011,70.2,32.7,0.0
2022-01-15,32.92744877641627,55.00000000000001,32.7,0.0
2022-01-16,33.1294592272296,51.2,33.0,0.0
2022-01-17,30.153304895615815,1.6,33.7,0.0
2022-01-18,32.18961366362041,0.9999999999999999,33.7,0.0
2022-01-19,26.82375423476648,0.6,33.7,0.0
2022-01-20,32.255560405106166,4.0,33.7,0.0
2022-01-21,33.04703585955316,4.8,33.7,0.0
2022-01-22,33.150823190547726,4.8,34.4,0.0
2022-01-23,33.164275300495646,1.2000000000000002,34.4,0.0
2022-01-24,33.16601622515037,11.4,34.4,0.0
2022-01-25,33.166241485405926,15.4,32.5,0.755278127670086
2022-01-26,60.07273130570289,29.8,30.8,1.8647406358977112
2022-01-27,62.05504201770499,18.8,32.8,0.0
2022-01-28,62.05504201770499,15.4,33.0,0.0
2022-01-29,46.26313909625209,5.199999999999999,33.3,0.0
2022-01-30,42.42350634338461,6.3999999999999995,33.3,0.0
2022-01-31,29.6225023826705,5.8,33.3,0.0
2022-02-01,32.57323527023327,1.2,33.3,0.0
2022-02-02,33.084820672408924,0.0,33.3,0.0
2022-02-03,33.155678218989024,0.4,33.5,0.0
2022-02-04,33.164903699427086,7.800000000000001,33.5,0.0
2022-02-05,33.16609753572564,7.800000000000001,34.1,0.0
2022-02-06,33.166252006031016,12.600000000000001,34.1,0.0
2022-02-07,33.16627199259043,8.8,34.1,0.0
2022-02-08,33.16627457860007,9.4,32.7,0.0
2022-02-09,33.16627491319717,5.6,33.1,0.0
2022-02-10,33.16627495648987,3.4,33.1,0.0
2022-02-11,33.16627496209139,24.0,33.1,0.0
2022-02-12,33.166274962816146,29.8,33.1,0.23365236744339413
2022-02-13,62.05504201770499,66.0,33.1,1.3049492190161391
2022-02-14,62.05504201770499,95.8,33.1,0.0
2022-02-15,62.05504201770499,89.8,33.2,0.0
2022-02-16,29.948784098790682,68.4,33.2,0.0
2022-02-17,31.02488453992235,24.0,33.2,0.0
2022-02-18,26.923732786172117,26.599999999999998,33.4,0.0
2022-02-19,26.672405014382974,15.0,33.4,0.0
2022-02-20,32.247035558827804,14.6,33.4,0.0
2022-02-21,29.719920874711693,16.200000000000003,32.8,0.0
2022-02-22,31.6646569676346,16.2,32.8,0.0
2022-02-23,32.96794509956292,10.0,32.5,0.0
2022-02-24,32.59929058050087,6.8,32.6,0.0
2022-02-25,32.19892040217926,5.0,32.6,0.0
2022-02-26,32.011310763756065,12.8,32.6,0.0
2022-02-27,32.05736982106927,11.200000000000001,32.5,0.0
2022-02-28,33.00605616149595,23.6,31.3,0.0
2022-03-01,33.14550076672721,15.799999999999999,31.6,0.0
2022-03-02,33.163586307525904,30.4,31.6,0.0
2022-03-03,33.16592707247784,15.6,32.6,0.0
2022-03-04,33.16622995007894,27.4,32.6,0.0
2022-03-05,30.38542407016608,12.8,33.2,0.0
2022-03-06,32.69247715025081,14.600000000000001,33.5,0.0
2022-03-07,30.044811771428186,39.0,33.5,0.0
2022-03-08,32.721258375501094,58.599999999999994,33.5,0.0
2022-03-09,30.34235709757867,57.0,33.1,0.0
2022-03-10,32.749130097286,20.8,33.1,0.0
2022-03-11,33.11180537252737,4.0,33.1,0.0
2022-03-12,27.0150545961824,3.4,33.1,0.0
2022-03-13,28.280298287190824,45.8,32.1,0.0
2022-03-14,32.489885327998934,42.8,33.1,0.0
2022-03-15,33.07797598525987,45.8,33.1,0.0
2022-03-16,33.15483698849016,34.599999999999994,33.1,0.0
2022-03-17,33.16479481202214,49.0,31.7,0.0
2022-03-18,26.87754796313789,46.8,32.9,0.0
2022-03-19,32.27735253801261,28.400000000000002,32.9,0.0
2022-03-20,33.04990419121701,17.200000000000003,32.9,0.0
2022-03-21,28.01606724896203,28.8,32.0,0.0
2022-03-22,28.090556261456285,16.4,32.9,0.0
2022-03-23,32.43164140431206,13.0,33.0,0.0
2022-03-24,30.5864867987409,2.8000000000000003,33.0,0.0
2022-03-25,32.72865533816943,28.4,33.0,0.0
2022-03-26,30.21275080738827,149.2,32.2,0.0
2022-03-27,32.744050088133704,163.0,32.3,0.0
2022-03-28,33.11132173471747,138.0,32.3,0.0
2022-03-29,33.1591592791539,17.2,33.0,0.0
2022-03-30,28.910549258125325,7.2,34.0,0.0
2022-03-31,26.634534051136377,12.2,34.0,0.0
2022-04-01,28.13401158135676,31.8,34.0,0.0
2022-04-02,32.34637645120288,29.2,32.3,0.0
2022-04-03,33.05905350079014,24.0,32.3,0.0
2022-04-04,33.15238265701612,4.2,32.1,0.0
2022-04-05,33.164477151858954,0.8,33.1,0.0
2022-04-06,29.374356220622637,7.8,33.1,0.0
2022-04-07,32.24375117502094,13.8,33.1,0.0
2022-04-08,33.045508835652015,16.8,32.8,0.0
2022-04-09,33.15062563651888,9.0,34.1,0.0
2022-04-10,33.164249739907184,12.2,34.1,0.0
2022-04-11,33.16601291793938,9.2,34.1,0.0
2022-04-12,33.16624105749456,9.2,33.7,0.0
2022-04-13,33.16627057598684,0.0,33.7,0.0
2022-04-14,33.16627439530953,28.2,33.7,0.0
2022-04-15,33.1662748894817,28.599999999999998,33.2,0.0
2022-04-16,33.166274953421386,31.0,32.3,0.0
2022-04-17,33.16627496169436,4.0,32.3,0.0
2022-04-18,33.16627496276481,3.5999999999999996,33.9,0.0
2022-04-19,29.338011219579027,1.7999999999999998,33.9,0.0
2022-04-20,32.53604177188137,10.799999999999999,33.9,0.0
2022-04-21,33.08232204734995,10.799999999999999,32.7,0.0
2022-04-22,33.1554012953134,10.2,34.0,0.0
2022-04-23,33.164867859437145,0.0,34.0,0.0
2022-04-24,33.16609289832272,0.0,34.7,0.0
2022-04-25,33.16625140600674,0.0,34.7,0.0
2022-04-26,33.1662719149548,0.0,34.7,0.0
2023-01-07,33.16627496292387,4.6,32.6,0.0
2023-01-08,33.16627496292387,1.2000000000000002,31.7,0.0
2023-01-09,33.16627496292387,0.4,33.6,0.0
2023-01-10,33.16627496292387,2.6,33.6,0.5583159100632846
2023-01-11,47.610658490314435,15.2,33.6,1.5733962819531508
2023-01-12,47.610658490314435,18.4,32.7,3.062244931546301
2023-01-13,47.610658490314435,15.8,32.7,0.0
2023-01-14,47.610658490314435,5.0,32.7,0.0
2023-01-15,47.610658490314435,2.6,32.4,0.0
2023-01-16,31.068953358876314,10.2,32.4,0.0
2023-01-17,32.59968691377965,8.799999999999999,33.6,0.0
2023-01-18,33.08885007838878,10.0,33.8,0.0
2023-01-19,33.15624754046351,2.8,33.8,0.0
2023-01-20,33.16497737971187,5.8,33.8,0.0
2023-01-21,32.63866155955006,13.0,33.1,0.0
2023-01-22,33.077521703461855,60.2,33.1,0.0
2023-01-23,33.15403146653438,56.800000000000004,33.0,0.0
2023-01-24,33.164683121076465,56.20000000000001,33.0,0.0
2023-01-25,33.166068994605794,9.0,33.0,0.0
2023-01-26,33.16624831315205,9.0,33.8,0.0
2023-01-27,26.831080777694396,0.4,33.8,0.0
2023-01-28,32.261621013467156,0.0,33.8,0.0
2023-01-29,31.429984372564164,13.2,33.7,0.0
2023-01-30,32.88034308915196,13.399999999999999,33.7,0.0
2023-01-31,33.12649289003906,13.399999999999999,32.2,0.0
2023-02-01,33.16108252723009,0.2,33.5,0.0
2023-02-02,33.16560308309747,4.6,33.5,0.0
2023-02-03,31.730334752345826,6.3999999999999995,33.6,0.0
2023-02-04,32.924143955736724,6.8,33.6,0.0
2023-02-05,33.132897323502,4.0,33.6,0.0
2023-02-06,33.161934502914235,2.2,33.7,0.0
2023-02-07,33.16571333183707,1.7999999999999998,34.3,0.0
2023-02-08,33.16620229443396,0.0,34.3,0.0
2023-02-09,33.1662655605287,0.0,34.3,0.0
2023-02-10,33.16627374637227,6.0,34.7,0.9113384370697097
2023-02-11,62.05504201770499,6.0,34.7,4.153639993825121
2023-02-12,62.05504201770499,6.6,34.7,3.446262993507924
2023-02-13,62.05504201770499,2.0,34.1,0.0
2023-02-14,62.05504201770499,2.0,34.1,1.708751773407322
2023-02-15,62.05504201770499,32.6,34.1,1.7767052399682088
2023-02-16,62.05504201770499,40.0,33.9,2.5364663963657264
2023-02-17,62.05504201770499,67.6,32.0,3.620003697238374
2023-02-18,62.05504201770499,36.8,33.3,0.0
2023-02-19,62.05504201770499,45.8,33.3,0.0
2023-02-20,28.303641671511492,24.2,33.3,0.0
2023-02-21,30.735024840017534,24.0,33.4,0.0
2023-02-22,27.59582456382156,9.2,33.4,0.0
2023-02-23,32.38750229612941,5.2,33.4,0.0
2023-02-24,29.269820196113606,18.4,33.1,0.0
2023-02-25,31.237265088665943,15.6,33.3,0.0
2023-02-26,32.91016834608898,13.6,33.6,0.0
2023-02-27,33.13302654072615,0.2,33.6,0.0
2023-02-28,33.161971165146184,0.0,33.6,0.0
2023-03-01,31.618634026405125,0.0,33.5,0.0
2023-03-02,32.94877198796338,11.6,33.9,0.0
2023-03-03,33.138048731999234,18.0,33.9,0.0
2023-03-04,33.16262143315923,22.0,33.9,0.0
2023-03-05,33.16580221859201,26.0,32.6,0.0
2023-03-06,33.16621379537074,31.400000000000002,33.7,0.0
2023-03-07,33.16626704860681,27.599999999999998,33.7,0.0
2023-03-08,33.16627393891094,41.2,33.7,0.0
2023-03-09,33.16627483042947,29.599999999999998,33.3,0.0
2023-03-10,31.449263478846156,107.4,33.3,0.0
2023-03-11,30.312667320177937,80.0,33.3,0.0
2023-03-12,32.78211984090066,114.4,29.7,0.0
2023-03-13,27.8300106900574,38.8,32.6,0.0
2023-03-14,32.403098937688895,76.4,32.6,0.0
2023-03-15,26.879531151923054,63.0,32.6,0.0
2023-03-16,32.28221768145781,123.0,31.9,0.0
2023-03-17,27.272068805616,88.19999999999999,31.9,0.0
2023-03-18,32.33660184535276,111.6,31.7,0.0
2023-03-19,26.95866342138802,49.199999999999996,31.7,0.0
2023-03-20,28.756713307985205,61.99999999999999,31.0,0.0
2023-03-21,26.395026830978484,85.6,31.0,0.0
2023-03-22,32.10423522531792,85.8,32.0,0.0
2023-03-23,26.763326868849312,68.8,32.0,0.0
2023-03-24,32.26038129889611,6.799999999999986,32.0,0.0
2023-03-25,29.887396880794956,29.19999999999999,31.5,0.0
2023-03-26,26.421907406171808,29.39999999999999,33.0,0.0
2023-03-27,32.210621320353724,23.399999999999988,33.0,0.0
2023-03-28,33.04113100819424,5.999999999999986,33.0,0.0
2023-03-29,33.15005765404908,53.399999999999984,32.6,0.0
2023-03-30,28.24374633057902,53.399999999999984,31.7,0.0
2023-03-31,32.46697199329956,48.59999999999999,31.7,0.0
2023-04-01,33.07495579949064,1.1999999999999857,33.0,0.0
2023-04-02,33.15444527490503,0.9999999999999858,33.0,0.0
2023-04-03,26.575206038979395,5.199999999999985,33.0,0.0
2023-04-04,32.23273048316581,6.199999999999985,32.6,0.0
2023-04-05,33.04403127507146,32.999999999999986,32.3,0.0
2023-04-06,33.15043357850577,28.399999999999984,32.3,0.0
2023-04-07,33.164224875248735,41.79999999999998,33.8,0.0
2023-04-08,33.166009700518686,15.599999999999985,33.8,0.0
2023-04-09,33.16624064119681,16.999999999999986,33.8,0.0
2023-04-10,30.01950601288211,4.999999999999986,32.8,0.0
2023-04-11,32.63269802970892,4.399999999999986,33.2,0.0
2023-04-12,29.093028726560753,2.999999999999986,34.9,0.0
2023-04-13,32.47597204632828,0.0,34.9,0.0
2023-04-14,33.0761530449429,0.0,34.9,0.0
2023-04-15,33.15460073954251,0.1999999999999858,34.5,0.0
2023-04-16,33.16476423796088,0.1999999999999858,34.5,0.0
2023-04-17,33.166079490345815,9.999999999999986,33.9,0.38348984113623796
2023-04-18,62.05504201770499,9.799999999999986,33.9,1.7200175051570399
2023-04-19,62.05504201770499,9.799999999999986,33.9,2.04441530072228
2023-04-20,62.05504201770499,5.599999999999985,33.5,0.0
2023-04-21,62.05504201770499,5.599999999999985,33.7,0.0
2023-04-22,48.048668689678586,5.599999999999985,33.7,0.0
2023-04-23,47.52843209866336,0.0,34.6,0.0
2023-04-24,47.59999803784712,0.1999999999999858,34.6,0.8599553699317892
2023-04-25,62.05504201770499,0.1999999999999858,34.8,2.483656020230979
2023-04-26,62.05504201770499,0.3999999999999858,34.8,0.0
2024-01-07,33.16627496292387,0.3999999999999858,34.4,0.0
2024-01-08,33.16627496292387,67.99999999999999,34.4,0.0
2024-01-09,28.16769289497283,67.79999999999998,34.3,0.0
2024-01-10,32.359854446079005,70.99999999999999,31.8,0.4258412938360626
2024-01-11,47.56539288279656,3.399999999999986,33.5,0.0
2024-01-12,47.6047952160765,15.399999999999984,34.2,0.0
2024-01-13,26.739607718185425,12.199999999999985,34.2,0.0
2024-01-14,32.261270109620774,12.599999999999985,34.2,0.0
2024-01-15,33.04786417742519,0.3999999999999858,34.5,0.0
2024-01-16,33.1509318995529,0.3999999999999858,34.5,0.0
2024-01-17,31.893472923767753,0.0,34.5,0.0
2024-01-18,32.94708897849151,0.0,34.9,0.0
2024-01-19,33.13525594323647,16.799999999999986,34.9,0.0
2024-01-20,33.1622183846144,16.799999999999986,34.9,0.0
2024-01-21,33.16575006684779,16.999999999999986,34.6,0.0
2024-01-22,33.1662070475532,9.399999999999984,34.2,0.0
2024-01-23,33.1662661755237,9.399999999999984,34.2,0.0
2024-01-24,31.950756920999837,79.39999999999999,34.2,0.0
2024-01-25,32.95682204624776,113.6,34.2,0.0
2024-01-26,33.13661470806265,124.19999999999999,31.4,0.0
2024-01-27,32.26405202008552,55.399999999999984,33.3,0.0
2024-01-28,33.01081743179714,11.999999999999986,33.8,0.0
2024-01-29,26.724471441603463,42.19999999999998,33.8,0.0
2024-01-30,26.71972454260257,43.999999999999986,33.8,0.0
2024-01-31,29.327205629265187,83.19999999999999,32.4,0.0
2024-02-01,32.551031697167645,42.39999999999999,33.9,0.0
2024-02-02,33.08317102141612,44.999999999999986,33.9,0.0
2024-02-03,26.750452770741774,6.799999999999986,33.9,0.0
2024-02-04,32.10141201440243,6.799999999999986,33.2,0.0
2024-02-05,27.116960335798407,0.9999999999999858,33.2,0.0
2024-02-06,32.268247127124496,0.0,32.84,0.0
2024-02-07,33.048723344355835,0.0,32.86,0.0
2024-02-08,33.15104231212249,0.0,32.88,0.0
2024-02-09,33.16430366518948,0.0,32.9,0.0
2024-02-10,33.166019895403984,0.0,32.92,0.0
2024-02-11,33.16624196029406,0.0,32.94,0.0
2024-02-12,33.16627069279777,0.0,32.96,0.0
2024-02-13,33.166274410423334,0.0,32.98,0.0
2024-02-14,33.16627489143724,0.0,33.0,0.0
2024-02-15,33.16627495367433,0.0,33.02,0.0
2024-02-16,33.1662749617271,0.0,33.04,0.0
2024-02-17,33.166274962768995,0.0,33.06,0.0
2024-02-18,33.166274962903756,0.0,33.08,0.0
2024-02-19,33.16627496292128,0.0,33.1,0.0
2024-02-20,33.16627496292351,0.0,33.12,0.0
2024-02-21,33.166274962923815,0.0,33.14,0.0
2024-02-22,33.166274962923815,0.0,33.16,0.0
2024-02-23,33.166274962923815,0.0,33.18,0.0
2024-02-24,33.166274962923815,0.0,33.2,0.0
2024-02-25,33.166274962923815,0.0,33.22,0.0
2024-02-26,33.166274962923815,0.0,33.24,0.0
2024-02-27,33.166274962923815,0.0,33.26,0.0
2024-02-28,33.166274962923815,0.0,33.27,0.0
2024-02-29,33.166274962923815,0.0,33.29,0.0
2024-03-01,33.166274962923815,0.0,33.31,0.0
2024-03-02,33.166274962923815,0.0,33.33,0.0
2024-03-03,33.166274962923815,0.0,33.35,0.0
2024-03-04,33.166274962923815,0.0,33.37,0.4547723366611187
2024-03-05,62.05504201770499,0.0,33.39,0.8049938785141209
2024-03-06,62.05504201770499,0.0,33.41,0.8156510850883036
2024-03-07,62.05504201770499,0.0,33.43,0.8262170566991301
2024-03-08,62.05504201770499,0.0,33.45,0.8361239443685693
2024-03-09,62.05504201770499,0.0,33.47,0.8466197042876712
2024-03-10,62.05504201770499,0.0,33.49,0.8667785085062829
2024-03-11,62.05504201770499,0.0,33.51,0.87714121059011
2024-03-12,62.05504201770499,0.0,33.53,0.88744400450137
2024-03-13,62.05504201770499,0.0,33.55,0.8976932253832587
2024-03-14,62.05504201770499,0.0,33.57,0.9167804245334588
2024-03-15,62.05504201770499,0.0,33.59,0.9260470091096512
2024-03-16,62.05504201770499,0.0,33.61,0.9352533877818342
2024-03-17,62.05504201770499,0.0,33.63,0.9444040590803644
2024-03-18,62.05504201770499,0.0,33.65,0.9632304225346611
2024-03-19,62.05504201770499,0.0,33.67,0.9722744021252144
2024-03-20,62.05504201770499,0.0,33.69,0.981273127016269
2024-03-21,62.05504201770499,0.0,33.71,0.9902294729624451
2024-03-22,62.05504201770499,0.0,33.73,1.0088441443814267
2024-03-23,62.05504201770499,0.0,33.75,1.0177152284536306
2024-03-24,62.05504201770499,0.0,33.77,1.026550627167877
2024-03-25,62.05504201770499,0.0,33.79,1.0450259919162874
2024-03-26,62.05504201770499,0.0,33.81,1.0537869146778456
2024-03-27,62.05504201770499,0.0,33.83,1.072173769188603
2024-03-28,62.05504201770499,0.0,33.85,1.0808655815585988
2024-03-29,62.05504201770499,0.0,33.87,1.0895288935375447
2024-03-30,62.05504201770499,0.0,33.89,1.1077952790099654
2024-03-31,62.05504201770499,0.0,33.91,1.1163957165477247
2024-04-01,62.05504201770499,0.0,33.93,1.1345829820204933
2024-04-02,62.05504201770499,0.0,33.95,1.1431236424319953
2024-04-03,62.05504201770499,0.0,33.97,1.1612343070583453
2024-04-04,62.05504201770499,0.0,33.99,1.1697176781233527
2024-04-05,62.05504201770499,0.0,34.01,1.1877178347277446
2024-04-06,62.05504201770499,0.0,34.03,1.1893683506368242
2024-04-07,62.05504201770499,0.0,34.05,1.1998061732010956
2024-04-08,62.05504201770499,0.0,34.07,1.200016616070415
2024-04-09,62.05504201770499,0.0,34.09,1.2087486712765523
2024-04-10,62.05504201770499,0.0,34.11,1.2072673863971373
2024-04-11,62.05504201770499,0.0,34.13,1.2140015222000173
2024-04-12,62.05504201770499,0.0,34.15,1.210535164594562
2024-04-13,62.05504201770499,0.0,34.17,1.2149317192112488
2024-04-14,62.05504201770499,0.0,34.19,1.2179618318140102
2024-04-15,62.05504201770499,0.0,34.2,1.2108059954361734
2024-04-16,62.05504201770499,0.0,34.22,1.2108796858622124
2024-04-17,62.05504201770499,0.0,34.24,1.2092317859341923
2024-04-18,62.05504201770499,0.0,34.26,1.1974137244277234
2024-04-19,62.05504201770499,0.0,34.28,1.192050154234453
2024-04-20,62.05504201770499,0.0,34.3,1.1845337889897363
2024-04-21,62.05504201770499,0.0,34.32,1.1668743961727512
2024-04-22,62.05504201770499,0.0,34.34,1.1547339201972762
2024-04-23,62.05504201770499,0.0,34.36,1.1399333426255875
2024-04-24,62.05504201770499,0.0,34.38,1.1150512710842857
2024-04-25,62.05504201770499,0.0,34.4,0.0
2025-01-07,33.16627496292387,0.7999999999999858,31.5,0.0
2025-01-08,33.16627496292387,0.6000000000000001,33.2,0.0
2025-01-09,33.16627496292387,0.7999999999999858,33.2,1.5117086188530688
2025-01-10,47.610658490314435,0.7999999999999858,33.2,1.3360962942571726
2025-01-11,47.610658490314435,0.7999999999999858,32.8,1.595205905333418
2025-01-12,47.610658490314435,0.6000000000000001,32.8,1.1125642079542615
2025-01-13,47.610658490314435,0.6000000000000001,30.7,2.195661167621113
2025-01-14,47.610658490314435,0.7999999999999858,32.9,1.2599019713536328
2025-01-15,47.610658490314435,0.7999999999999858,32.9,1.3493875524585497
2025-01-16,47.610658490314435,0.7999999999999858,32.9,1.4407718764259547
2025-01-17,47.610658490314435,0.6000000000000001,32.1,1.9007530351434572
2025-01-18,47.610658490314435,0.6000000000000001,32.1,1.2924580885119539
2025-01-19,47.610658490314435,0.6000000000000001,33.9,2.7995856570692563
2025-01-20,47.610658490314435,0.6000000000000001,33.9,2.109320724023234
2025-01-21,49.7178504750698,0.6000000000000001,33.9,1.5782004002601826
2025-01-22,53.78933301812708,0.6000000000000001,32.9,2.3151494857859247
2025-01-23,57.54380663353109,0.6000000000000001,34.4,2.7902722311849786
2025-01-24,60.61224935168734,0.6000000000000001,34.4,1.8603386741087091
2025-01-25,61.75992774219786,0.6000000000000001,34.4,2.581680764236475
2025-01-26,62.02537991719208,0.6000000000000001,33.8,3.0870297702790106
2025-01-27,62.05504201770499,0.7999999999999858,33.8,2.966644313039991
2025-01-28,62.05504201770499,0.7999999999999858,32.3,2.500570782364152
2025-01-29,62.05504201770499,0.7999999999999858,32.3,1.5662540602362531
2025-01-30,62.05504201770499,0.6000000000000001,32.4,2.5468555775136568
2025-01-31,62.05504201770499,0.6000000000000001,33.1,2.165230899627718
2025-02-01,62.05504201770499,0.7999999999999858,33.1,1.4085787127921854
2025-02-02,62.05504201770499,0.7999999999999858,33.9,2.655877820698316
2025-02-03,62.05504201770499,0.7999999999999858,33.9,2.771510438387798
2025-02-04,62.05504201770499,0.6000000000000001,33.9,1.4444172578342718
2025-02-05,62.05504201770499,0.3999999999999858,33.0,3.579496189628986
2025-02-06,62.05504201770499,0.3999999999999858,32.1,3.5452910125317296
2025-02-07,62.05504201770499,0.3999999999999858,31.0,2.4672953591026063
2025-02-08,62.05504201770499,0.6000000000000001,32.2,2.4422011709871962
2025-02-09,62.05504201770499,0.6000000000000001,32.3,2.2486131497132096
2025-02-10,62.05504201770499,0.6000000000000001,32.6,2.3786298560448422
2025-02-11,62.05504201770499,0.6000000000000001,33.1,3.450060482192744
2025-02-12,62.05504201770499,0.6000000000000001,33.1,2.8545899233811594
2025-02-13,62.05504201770499,0.6000000000000001,33.1,3.582277127729327
2025-02-14,62.05504201770499,0.6000000000000001,30.3,4.018487937046808
2025-02-15,62.05504201770499,0.6000000000000001,32.7,2.7629190668695314
2025-02-16,62.05504201770499,0.6000000000000001,33.2,2.0598616022433163
2025-02-17,62.05504201770499,0.6000000000000001,33.2,2.3757437097252954
2025-02-18,62.05504201770499,0.3999999999999858,33.2,3.6437438903302675
2025-02-19,62.05504201770499,0.3999999999999858,32.7,4.309758996713625
2025-02-20,62.05504201770499,0.3999999999999858,33.0,4.01284850280957
2025-02-21,62.05504201770499,0.3999999999999858,33.0,3.635737847027504
2025-02-22,62.05504201770499,0.3999999999999858,33.0,4.03476093187884
2025-02-23,62.05504201770499,0.3999999999999858,32.1,3.7898134876326774
2025-02-24,62.05504201770499,0.3999999999999858,32.1,3.153455873593256
2025-02-25,62.05504201770499,0.3999999999999858,32.1,3.563483828482514
2025-02-26,62.05504201770499,0.1999999999999858,32.0,4.094856506474856
2025-02-27,62.05504201770499,0.1999999999999858,32.0,3.2022452182544803
2025-02-28,62.05504201770499,0.0,32.8,3.4102520408721886
2025-03-01,62.05504201770499,0.0,32.8,3.7919085581855
2025-03-02,62.05504201770499,0.0,32.8,4.288914341399591
2025-03-03,62.05504201770499,0.0,32.6,4.579920944219126
2025-03-04,62.05504201770499,0.0,33.4,3.699134366845719
2025-03-05,62.05504201770499,0.0,33.4,3.247693787005482
2025-03-06,62.05504201770499,0.0,33.4,3.0634954930550826
2025-03-07,62.05504201770499,0.0,33.1,4.40634361896157
2025-03-08,62.05504201770499,0.0,32.3,4.191904219219214
2025-03-09,62.05504201770499,0.0,32.3,3.490603865508316
2025-03-10,62.05504201770499,0.0,32.6,3.8225713967451806
2025-03-11,62.05504201770499,0.0,32.6,3.0894257894223958
2025-03-12,62.05504201770499,0.0,33.9,3.2974130177252094
2025-03-13,62.05504201770499,0.0,33.9,3.794941473814509
2025-03-14,62.05504201770499,0.0,33.9,4.9008749603918
2025-03-15,62.05504201770499,0.0,32.9,4.773856802656524
2025-03-16,62.05504201770499,0.0,34.0,5.305812892016784
2025-03-17,62.05504201770499,0.0,34.0,4.024981450694831
2025-03-18,62.05504201770499,0.0,34.0,4.372228175912346
2025-03-19,62.05504201770499,0.0,33.5,5.437538187246529
2025-03-20,62.05504201770499,0.0,33.5,4.5606550283564085
2025-03-21,62.05504201770499,0.0,33.8,2.9823898268668048
2025-03-22,62.05504201770499,0.0,34.4,4.83014483427284
2025-03-23,62.05504201770499,0.0,34.4,3.4096213117436576
2025-03-24,62.05504201770499,0.0,34.4,4.5353058789657785
2025-03-25,62.05504201770499,0.0,33.7,5.604682847182133
2025-03-26,62.05504201770499,0.0,33.7,4.670658111650944
2025-03-27,62.05504201770499,0.0,33.5,4.584870249239081
2025-03-28,62.05504201770499,0.0,33.5,4.162113270520834
2025-03-29,62.05504201770499,0.0,33.6,4.158434694038476
2025-03-30,62.05504201770499,0.0,34.1,4.62367661570281
2025-03-31,62.05504201770499,0.0,34.1,4.36499336490822
2025-04-01,62.05504201770499,0.0,34.1,4.574719750067505
2025-04-02,62.05504201770499,0.0,34.0,4.438473662879646
2025-04-03,62.05504201770499,0.0,33.8,4.840480113521295
2025-04-04,62.05504201770499,0.0,33.7,3.9024058172398015
2025-04-05,62.05504201770499,0.0,34.2,3.898852539053713
2025-04-06,62.05504201770499,0.0,34.2,3.5502352924225264
2025-04-07,62.05504201770499,0.0,34.2,2.4082927772565434
2025-04-08,62.05504201770499,0.0,32.8,4.821750216823081
2025-04-09,62.05504201770499,0.0,33.6,3.7267878384391304
2025-04-10,62.05504201770499,0.0,33.6,3.7409892668491014
2025-04-11,62.05504201770499,0.0,33.6,3.9294855835568328
2025-04-12,62.05504201770499,0.0,33.6,4.122152126754811
2025-04-13,62.05504201770499,0.0,33.6,3.3634692257058343
2025-04-14,62.05504201770499,0.0,34.5,3.035964325375859
2025-04-15,62.05504201770499,0.0,34.5,3.999981725818788
2025-04-16,62.05504201770499,0.0,34.5,3.957160459988776
2025-04-17,62.05504201770499,0.0,34.5,4.317038758497411
2025-04-18,62.05504201770499,0.0,34.1,4.816453374865895
2025-04-19,62.05504201770499,0.0,33.7,4.1417115633315715
2025-04-20,62.05504201770499,0.0,32.9,4.203850188884434
2025-04-21,62.05504201770499,0.0,34.2,3.901830345711685
2025-04-22,62.05504201770499,0.0,34.2,3.543535234818263
2025-04-23,62.05504201770499,0.0,34.2,2.5777990688638814
2025-04-24,62.05504201770499,0.0,34.0,4.147179145951902
2025-04-25,62.05504201770499,0.0,34.0,3.502925572863335
2025-04-26,62.05504201770499,0.0,33.9,0.0
